ID,DESC_CLASIFICACION,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,ESTADO,COORD_GIS_X,COORD_GIS_Y,SISTEMA_COORD,LATITUD,LONGITUD,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,DIRECCION_AUX,NDP,FECHA_INSTALACION,CODIGO_INTERNO,CONTRATO_COD,TIPO,TOTAL_ELEM,CAPACIDAD_MAX
16657,Área Infantil,15,UNIVERSIDAD,1,CENTRO,OPERATIVO,439600.898,4475235.511,ETRS89,40.42556179,-3.71202019,PLAZA,CRISTINO MARTOS,2,28015.0,"Pza · PLAZA CRISTINO MARTOS , ASCENDIENTE 1: 015",11006548.0,2004-01-01 00:00:00.0,01004,AE21,Infantiles,4.0,
16659,Área Infantil,15,UNIVERSIDAD,1,CENTRO,OPERATIVO,440259.0,4475407.99,ETRS89,40.42716308,-3.70427886,PLAZA,DOS DE MAYO,3,28004.0,"Pza · PLAZA DEL DOS DE MAYO 3 , ASCENDIENTE 1: 01",11006142.0,2006-11-21 00:00:00.0,01006,AE21,Infantiles,8.0,
16661,Área Infantil,14,JUSTICIA,1,CENTRO,OPERATIVO,441256.019,4475200.267,ETRS89,40.42536281,-3.69250676,PLAZA,VILLA DE PARIS,1,28004.0,"Pza · PLAZA DE LA VILLA DE PARIS , ZONA 1",11005131.0,2007-06-20 00:00:00.0,01009,AE21,Infantiles,16.0,
16663,Área Infantil,11,PALACIO,1,CENTRO,OPERATIVO,438915.13,4474119.77,ETRS89,40.41546065,-3.71999665,PASEO,VIRGEN DEL PUERTO,3 B,28005.0,"Pq · PARQUE DE ATENAS , ASCENDIENTE 1: 011 · PALA",31044315.0,2004-01-01 00:00:00.0,01010,AE21,Infantiles,17.0,
16665,Área Infantil,11,PALACIO,1,CENTRO,OPERATIVO,439005.2,4474092.66,ETRS89,40.41522303,-3.71893249,,,,,"Pq · PARQUE DE ATENAS , ASCENDIENTE 1: 011 · PALA",31047537.0,2004-01-01 00:00:00.0,01012,AE21,Infantiles,4.0,
16667,Área Infantil,11,PALACIO,1,CENTRO,OPERATIVO,439138.411,4473621.593,ETRS89,40.4109892,-3.71731742,CALLE,ALGECIRAS,4,28005.0,"C · CALLE DE ALGECIRAS , ASCENDIENTE 1: 011 · PAL",11001113.0,2004-01-01 00:00:00.0,01014,AE21,Infantiles,8.0,
16669,Área Infantil,12,EMBAJADORES,1,CENTRO,OPERATIVO,439733.864,4473204.282,ETRS89,40.40727319,-3.71026037,GLORIETA,PUERTA DE TOLEDO,1,28005.0,"Pza · PLAZA PUERTA DE TOLEDO , ASCENDIENTE 1: 012",20105763.0,2004-01-01 00:00:00.0,01016,AE21,Infantiles,14.0,
16671,Área Infantil,11,PALACIO,1,CENTRO,OPERATIVO,439371.715,4473323.183,ETRS89,40.40831801,-3.71453946,CALLE,VENTOSA,23,28005.0,"C · CALLE VENTOSA , ASCENDIENTE 1: 011 · PALACIO",11001131.0,2004-01-01 00:00:00.0,01018,AE21,Infantiles,10.0,
16674,Área Infantil,12,EMBAJADORES,1,CENTRO,OPERATIVO,440322.89,4473469.62,ETRS89,40.40970592,-3.70334385,CALLE,AMPARO,28,28012.0,"C · CALLE MESON DE PAREDES 46 , ASCENDIENTE 1: 01",11002104.0,2007-05-17 00:00:00.0,01020,AE21,Infantiles,6.0,
16676,Área Infantil,12,EMBAJADORES,1,CENTRO,OPERATIVO,440288.04,4473330.87,ETRS89,40.40845349,-3.70374154,,,,,"Pza · PLAZA AGUSTÍN LARA , ASCENDIENTE 1: 012 · E",11002132.0,2004-01-01 00:00:00.0,01022,AE21,Infantiles,11.0,
16678,Área Infantil,13,CORTES,1,CENTRO,OPERATIVO,440562.68,4474038.459,ETRS89,40.41484745,-3.70057107,CALLE,PRINCIPE,5,28012.0,"Pza · PLAZA SANTA ANA , ASCENDIENTE 1: 013 · CORT",11003843.0,2007-06-28 00:00:00.0,01024,AE21,Infantiles,6.0,
16680,Área Infantil,13,CORTES,1,CENTRO,OPERATIVO,441128.91,4474218.23,ETRS89,40.41650716,-3.69391418,,,,,"Pº · PASEO PRADO 6 , ASCENDIENTE 1: 013 · CORTES",31047833.0,2004-01-01 00:00:00.0,01027,AE21,Infantiles,14.0,
16682,Área Infantil,13,CORTES,1,CENTRO,OPERATIVO,440997.38,4473845.72,ETRS89,40.41314209,-3.69542987,,,,,"C · CALLE HUERTAS 70 , ASCENDIENTE 1: 013 · CORTE",11003476.0,2007-06-28 00:00:00.0,01029,AE21,Infantiles,7.0,
16684,Área Infantil,12,EMBAJADORES,1,CENTRO,OPERATIVO,440139.376,4473092.893,ETRS89,40.406299,-3.70547112,CALLE,CASINO,5,28012.0,"C · CALLE EMBAJADORES 47 , ASCENDIENTE 1: 012 · E",11002228.0,2007-04-24 00:00:00.0,01030,AE21,Infantiles,24.0,
16686,Área Infantil,11,PALACIO,1,CENTRO,OPERATIVO,439854.28,4474604.45,ETRS89,40.41989527,-3.7089737,,,,,"C · CALLE CUESTA DE SANTO DOMINGO 16 , ASCENDIENT",11000193.0,2007-07-16 00:00:00.0,01032,AE21,Infantiles,5.0,
16690,Área Infantil,15,UNIVERSIDAD,1,CENTRO,OPERATIVO,440296.31,4475362.82,ETRS89,40.42675884,-3.7038348,PLAZA,DOS DE MAYO,9,28004.0,"Pza · PLAZA DEL DOS DE MAYO , ASCENDIENTE 1: 015",11006172.0,2006-11-20 00:00:00.0,01036,AE21,Infantiles,8.0,
16692,Área Infantil,14,JUSTICIA,1,CENTRO,OPERATIVO,440935.955,4475382.786,ETRS89,40.42698437,-3.69629654,PLAZA,SANTA BARBARA,8,28004.0,"Pza · PLAZA SANTA BARBARA , ASCENDIENTE 1: 014 ·",11005154.0,2011-04-15 00:00:00.0,01038,AE21,Infantiles,5.0,
16699,Área Infantil,21,IMPERIAL,2,ARGANZUELA,OPERATIVO,439096.42,4472942.9,ETRS89,40.40487215,-3.71774733,CALLE,COBOS DE SEGOVIA,17,28005.0,"CALLE COBOS DE SEGOVIA 15-17 POST. CON C/ SAN GARCÍA, ASCENDIENTE 1: 021 ·",20108116.0,2005-05-11 00:00:00.0,02002,AE21,Infantiles,12.0,
16701,Área Infantil,21,IMPERIAL,2,ARGANZUELA,OPERATIVO,439274.723,4473085.281,ETRS89,40.40616781,-3.71565978,CALLE,MUÑOPEDRO,6,28005.0,"CALLE MUÑOPEDRO 22 ZONA 1 , ASCENDIENTE 1: 021 ·",31001522.0,2004-09-13 00:00:00.0,02004,AE21,Infantiles,11.0,
16703,Área Infantil,21,IMPERIAL,2,ARGANZUELA,OPERATIVO,438765.91,4472859.92,ETRS89,40.40410039,-3.72163411,CALLE,SAN ALEJANDRO,10,28005.0,"PARQUE SAN ALEJANDRO PADILLA JARDIN DEL MAESTRO PADILLA FRENTE 8-10, ASCENDIENTE 1: 021 ·",11008204.0,2004-09-13 00:00:00.0,02006,AE21,Infantiles,10.0,
16709,Área Infantil,22,ACACIAS,2,ARGANZUELA,OPERATIVO,439935.24,4472267.19,ETRS89,40.39884597,-3.70779882,CALLE,NAVES,9,28005.0,"CALLE NAVES 9 POSTERIOR, ASCENDIENTE 1: 022 · ACACIAS",20007452.0,2004-12-02 00:00:00.0,02015,AE21,Infantiles,6.0,
16711,Área Infantil,22,ACACIAS,2,ARGANZUELA,OPERATIVO,439981.56,4472362.09,ETRS89,40.39970421,-3.70726198,CALLE,ARGANDA,32,28005.0,"CALLE ARGANDA 39 POSTERIOR , ASCENDIENTE 1: 022 · ACACI",11010584.0,2004-12-02 00:00:00.0,02017,AE21,Infantiles,6.0,
16713,Área Infantil,26,PALOS DE LA FRONTERA,2,ARGANZUELA,OPERATIVO,441397.64,4472484.2,ETRS89,40.4009051,-3.69058718,CALLE,GENERAL LACY,50,28045.0,"CALLE GENERAL LACY FRENTE AL Nº 50 , ASCENDIENTE 1: 026 · PAL",11009960.0,2006-03-21 00:00:00.0,02019,AE21,Infantiles,5.0,
16715,Área Infantil,22,ACACIAS,2,ARGANZUELA,OPERATIVO,439936.24,4472639.29,ETRS89,40.4021981,-3.70782215,CALLE,GASOMETRO,32,28005.0,"CALLE VALLEJO NAJERA C/ GASÓMETRO, ASCENDIENTE 1: 022 · A",31044316.0,2006-01-11 00:00:00.0,02020,AE21,Infantiles,10.0,
16717,Área Infantil,22,ACACIAS,2,ARGANZUELA,OPERATIVO,440229.186,4472582.032,ETRS89,40.40170337,-3.70436479,PASEO,JUAN ANTONIO VALLEJO-NAJERA BOTAS,20,28005.0,"PARQUE PARROCO SANCHEZ CAMARA C/ DOCTOR VALLEJO NÁJERA, ASCENDIENTE",20118591.0,2005-12-22 00:00:00.0,02022,AE21,Infantiles,14.0,
16719,Área Infantil,22,ACACIAS,2,ARGANZUELA,OPERATIVO,440605.066,4472474.526,ETRS89,40.4007618,-3.69992555,GLORIETA,SANTA MARIA DE LA CABEZA,12,28045.0,"GLORIETA SANTA MARIA DE LA CABEZA , ASCENDI",31033184.0,2005-10-06 00:00:00.0,02024,AE21,Infantiles,7.0,
16720,Área Infantil,26,PALOS DE LA FRONTERA,2,ARGANZUELA,OPERATIVO,441089.29,4472562.48,ETRS89,40.40158853,-3.69422786,PLAZA,LUCA DE TENA,11,28045.0,"PLAZA LUCA DE TENA 11 , ASCENDIENTE 1: 026",11010082.0,2005-05-11 00:00:00.0,02025,AE21,Infantiles,8.0,
16722,Área Infantil,26,PALOS DE LA FRONTERA,2,ARGANZUELA,OPERATIVO,441167.1,4472635.03,ETRS89,40.4022476,-3.69331768,PLAZA,LUCA DE TENA,3,28045.0,"PLAZA LUCA DE TENA Nº 3-4 , ASCENDIENTE 1: 026 · P",31042873.0,2005-01-26 00:00:00.0,02027,AE21,Infantiles,7.0,
16724,Área Infantil,23,CHOPERA,2,ARGANZUELA,OPERATIVO,440730.158,4472156.391,ETRS89,40.39790479,-3.69842191,CALLE,TORRES MIRANDA,2,28045.0,"CALLE TORRES MIRANDA 2 C/JAIME EL CONQUISTADOR AREA 1 , ASCENDIENTE 1: 023 ·",11008769.0,2005-05-10 00:00:00.0,02029,AE21,Infantiles,14.0,
16726,Área Infantil,25,DELICIAS,2,ARGANZUELA,OPERATIVO,441673.03,4472198.99,ETRS89,40.39835512,-3.687316,CALLE,JUAN DE MARIANA,8,28045.0,"CALLE JUAN DE MARIANA 4-6 POSTERIOR, ASCENDIENTE 1: 025 ·",20134606.0,2004-09-13 00:00:00.0,02030,AE21,Infantiles,7.0,
16728,Área Infantil,25,DELICIAS,2,ARGANZUELA,OPERATIVO,441885.57,4472300.57,ETRS89,40.39928506,-3.6848209,CALLE,MENDEZ ALVARO,38,28045.0,"CALLE MENDEZ ALVARO 38 (PLAZA AMANECER EN MÉNDEZ ÁLVARO), ASCENDIENTE 1: 025 · DE",11009554.0,2004-09-13 00:00:00.0,02032,AE21,Infantiles,10.0,
16730,Área Infantil,27,ATOCHA,2,ARGANZUELA,OPERATIVO,442379.73,4472056.25,ETRS89,40.39711843,-3.678976,CALLE,ALMEZ,2,28045.0,"CALLE TEJO C/ ALMEZ ZONA 2, ASCENDIENTE 1: 027 · ATOCHA , AS",20139361.0,2006-01-10 00:00:00.0,02036,AE21,Infantiles,14.0,
16732,Área Infantil,23,CHOPERA,2,ARGANZUELA,OPERATIVO,440879.74,4471755.83,ETRS89,40.39430696,-3.69662221,PLAZA,RUTILIO GACIS,3,28045.0,"PLAZA RUTILIO GACIS 3 C/ GUILLERMO DE OSMA, ASCENDIENTE 1: 023",11008990.0,2006-02-28 00:00:00.0,02038,AE21,Infantiles,9.0,
16736,Área Infantil,24,LEGAZPI,2,ARGANZUELA,OPERATIVO,441665.85,4471297.16,ETRS89,40.39023044,-3.68731799,CALLE,BRONCE,5,28045.0,"PARQUE BRONCE 22 , ASCENDIENTE 1: 024 · LEGA",31007293.0,2007-04-25 00:00:00.0,02042,AE21,Infantiles,12.0,
16738,Área Infantil,25,DELICIAS,2,ARGANZUELA,OPERATIVO,441564.744,4471897.833,ETRS89,40.39563454,-3.6885643,CALLE,PARROCO EUSEBIO CUENCA,42,28045.0,"CALLE PARROCO EUSEBIO CUENCA 42 , ASCENDIENTE",20102190.0,2005-05-11 00:00:00.0,02045,AE21,Infantiles,11.0,
16658,Área Infantil,15,UNIVERSIDAD,1,CENTRO,OPERATIVO,439856.44,4475417.186,ETRS89,40.42721691,-3.70902511,PLAZA,COMENDADORAS,9,28015.0,"Pza · PLAZA COMENDADORAS , ASCENDIENTE 1: 015 · U",11006381.0,2004-01-01 00:00:00.0,01005,AE21,Infantiles,10.0,
16660,Área Infantil,15,UNIVERSIDAD,1,CENTRO,OPERATIVO,440254.716,4475367.323,ETRS89,40.42679642,-3.70432554,PLAZA,DOS DE MAYO,2,28004.0,"Pza · PLAZA DEL DOS DE MAYO 2 , ASCENDIENTE 1: 01",11006158.0,2006-11-20 00:00:00.0,01007,AE21,Infantiles,18.0,
16664,Área Infantil,11,PALACIO,1,CENTRO,OPERATIVO,438975.594,4474091.596,ETRS89,40.41521128,-3.71928133,PASEO,CIUDAD DE PLASENCIA,1,28005.0,"Pq · PARQUE DE ATENAS , ASCENDIENTE 1: 011 · PALA",31044315.0,2004-01-01 00:00:00.0,01011,AE21,Infantiles,17.0,
16666,Área Infantil,14,JUSTICIA,1,CENTRO,OPERATIVO,440657.77,4474736.53,ETRS89,40.42114279,-3.69951548,,,,,"Pza · PLAZA VAZQUEZ DE MELLA 6 , ASCENDIENTE 1: 0",11004540.0,2004-09-30 00:00:00.0,01013,AE21,Infantiles,5.0,
16668,Área Infantil,11,PALACIO,1,CENTRO,OPERATIVO,439372.072,4473911.935,ETRS89,40.41362179,-3.71459135,CUESTA,CIEGOS,2,28005.0,"C · CALLE CUESTA DE LOS CIEGOS 2 , ASCENDIENTE 1:",20105119.0,2004-01-01 00:00:00.0,01015,AE21,Infantiles,24.0,
16670,Área Infantil,11,PALACIO,1,CENTRO,OPERATIVO,439485.273,4473285.451,ETRS89,40.40798637,-3.71319762,AVENIDA,GRAN VIA DE SAN FRANCISCO,9,28005.0,"C · CALLE GRAN VIA DE SAN FRANCISCO 9 , ASCENDIEN",20142017.0,2004-01-01 00:00:00.0,01017,AE21,Infantiles,15.0,
16672,Área Infantil,11,PALACIO,1,CENTRO,OPERATIVO,439284.769,4473474.046,ETRS89,40.40967072,-3.71557848,CALLE,ROSARIO,27,28005.0,"C · CALLE ROSARIO , ASCENDIENTE 1: 011 · PALACIO",11001199.0,2004-01-01 00:00:00.0,01019,AE21,Infantiles,16.0,
16675,Área Infantil,15,UNIVERSIDAD,1,CENTRO,OPERATIVO,440291.785,4475203.161,ETRS89,40.42532024,-3.70387315,CALLE,ESPIRITU SANTO,26,28004.0,"Pza · PLAZA JUAN PUJOL , ASCENDIENTE 1: 015 · UNI",11006128.0,2007-03-16 00:00:00.0,01021,AE21,Infantiles,6.0,
16677,Área Infantil,13,CORTES,1,CENTRO,OPERATIVO,440552.131,4474009.92,ETRS89,40.4145896,-3.70069273,PLAZA,SANTA ANA,8,28012.0,"Pza · PLAZA SANTA ANA 8 , ASCENDIENTE 1: 013 · CO",11003720.0,2007-06-28 00:00:00.0,01023,AE21,Infantiles,6.0,
16679,Área Infantil,12,EMBAJADORES,1,CENTRO,OPERATIVO,439895.828,4473094.345,ETRS89,40.40629454,-3.70834132,PLAZA,CAMPILLO DEL MUNDO NUEVO,3 B,28005.0,"C · CALLE RONDA DE TOLEDO , ASCENDIENTE 1: 012 ·",31035660.0,2004-01-01 00:00:00.0,01025,AE21,Infantiles,9.0,
16685,Área Infantil,12,EMBAJADORES,1,CENTRO,OPERATIVO,440275.94,4473762.81,ETRS89,40.41234375,-3.70392467,,,,,"Pza · PLAZA TIRSO DE MOLINA , ASCENDIENTE 1: 012",11001682.0,2004-01-01 00:00:00.0,01031,AE21,Infantiles,11.0,
16687,Área Infantil,11,PALACIO,1,CENTRO,OPERATIVO,439898.4,4474604.56,ETRS89,40.41989944,-3.70845368,,,,,"C · CALLE CUESTA DE SANTO DOMINGO 22 , ASCENDIENT",20003768.0,2007-07-16 00:00:00.0,01033,AE21,Infantiles,5.0,
16740,Área Infantil,24,LEGAZPI,2,ARGANZUELA,OPERATIVO,441060.79,4471314.91,ETRS89,40.39034775,-3.69444821,PASEO,MOLINO,7,28045.0,"PASEO MOLINO FRENTE A Nº 7-9 C/ NERJA, ASCENDIENTE 1: 024 · LEGAZPI",11009202.0,2007-09-13 00:00:00.0,02047,AE21,Infantiles,7.0,
16742,Área Infantil,25,DELICIAS,2,ARGANZUELA,OPERATIVO,442170.44,4471889.89,ETRS89,40.39560527,-3.68142692,CALLE,MENDEZ ALVARO,64,28045.0,"CALLE MENDEZ ALVARO 64 A-B POST. C/ ORIANA , ASCENDIENTE 1: 025 · DELICI",20136169.0,2006-10-30 00:00:00.0,02049,AE21,Infantiles,6.0,
16743,Área Infantil,23,CHOPERA,2,ARGANZUELA,OPERATIVO,440552.33,4471885.43,ETRS89,40.39545116,-3.70049195,PASEO,CHOPERA,29,28045.0,"PASEO CHOPERA 29 LATERAL, ASCENDIENTE 1: 023 · LA C",11008822.0,2007-04-25 00:00:00.0,02050,AE21,Infantiles,5.0,
16745,Área Infantil,24,LEGAZPI,2,ARGANZUELA,OPERATIVO,442281.42,4471255.74,ETRS89,40.38990019,-3.68006181,CALLE,MENESES,6,28045.0,"CALLE MENESES CON AVD. DEL PLANETARIO , ASCENDIENTE 1",31045271.0,2004-09-13 00:00:00.0,02052,AE21,Infantiles,3.0,
16747,Área Infantil,21,IMPERIAL,2,ARGANZUELA,OPERATIVO,439348.652,4472626.763,ETRS89,40.40204265,-3.71474488,PASEO,IMPERIAL,40,28005.0,"PASEO IMPERIAL 40 C/TOLEDO AREA 1 (JARDIN CONCHA PIQUER), ASCENDIENTE 1: 021 · IMP",11008227.0,2004-09-13 00:00:00.0,02054,AE21,Infantiles,7.0,
16749,Área Infantil,22,ACACIAS,2,ARGANZUELA,OPERATIVO,439801.09,4472866.38,ETRS89,40.40423407,-3.70943618,CALLE,SAN ISIDORO DE SEVILLA,17,28005.0,"CALLE CONCEJAL BENITO MARTIN LOZANO 10 AREA 2, ASCE",11008331.0,2006-05-23 00:00:00.0,02056,AE21,Infantiles,11.0,
16751,Área Infantil,24,LEGAZPI,2,ARGANZUELA,OPERATIVO,442276.77,4471620.62,ETRS89,40.39318691,-3.68014967,CALLE,EROS,6,28045.0,"CALLE ENRIQUE TIERNO GALVAN AL LADO DEL PARKING DEL PLANETARIO, ASCENDIENTE 1: 024 · LEGAZPI , A",31040720.0,2009-01-22 00:00:00.0,02058,AE21,Infantiles,17.0,
16753,Área Infantil,25,DELICIAS,2,ARGANZUELA,OPERATIVO,441364.41,4471951.57,ETRS89,40.39610455,-3.69092969,CALLE,JUAN DE VERA,31,28045.0,"CALLE JUAN DE VERA 31 , ASCENDIENTE 1: 025 ·",31000782.0,2006-12-26 00:00:00.0,02060,AE21,Infantiles,10.0,
16755,Área Infantil,25,DELICIAS,2,ARGANZUELA,OPERATIVO,441457.03,4471721.89,ETRS89,40.39404199,-3.68981727,CALLE,GRANITO,34,28045.0,"CALLE GRANITO 34 C/ COBRE, ASCENDIENTE 1: 025 · DELICIAS",31001056.0,2006-02-28 00:00:00.0,02062,AE21,Infantiles,6.0,
16757,Área Infantil,21,IMPERIAL,2,ARGANZUELA,OPERATIVO,438982.03,4472486.34,ETRS89,40.40075087,-3.71905155,CALLE,SAN EPIFANIO,7,28005.0,"CALLE SAN EPIFANIO 7 POST. , ASCENDIENTE 1: 0",31043503.0,2006-12-30 00:00:00.0,02064,AE21,Infantiles,7.0,
16759,Área Infantil,27,ATOCHA,2,ARGANZUELA,OPERATIVO,442372.22,4472092.02,ETRS89,40.39744015,-3.67906772,CALLE,ALMEZ,2,28045.0,"CALLE TEJO C/ ALMEZ ZONA 4, ASCENDIENTE 1: 027 · ATOCHA , AS",20139361.0,2006-11-15 00:00:00.0,02066,AE21,Infantiles,9.0,
16761,Área Infantil,24,LEGAZPI,2,ARGANZUELA,OPERATIVO,441459.71,4471120.01,ETRS89,40.38862012,-3.68973037,CALLE,HIERRO,12,28045.0,"CALLE HIERRO 12 , ASCENDIENTE 1: 024 · LEGAZP",11009347.0,2008-03-10 00:00:00.0,02068,AE21,Infantiles,15.0,
16763,Área Infantil,24,LEGAZPI,2,ARGANZUELA,OPERATIVO,441325.77,4471393.15,ETRS89,40.39107129,-3.69133352,CALLE,RODIO,8,28045.0,"CALLE RODIO HIERRO, ASCENDIENTE 1: 024 · LEGAZPI ,",31019909.0,2009-01-20 00:00:00.0,02070,AE21,Infantiles,11.0,
16768,Área Infantil,23,CHOPERA,2,ARGANZUELA,OPERATIVO,440813.154,4471782.25,ETRS89,40.39454024,-3.6974092,PLAZA,JOSE DE VILLARREAL,2,28045.0,"PLAZA JOSE DE VILLARREAL , ASCENDIENTE 1: 0",11008982.0,2009-01-19 00:00:00.0,02076,AE21,Infantiles,10.0,
16770,Área Infantil,23,CHOPERA,2,ARGANZUELA,OPERATIVO,440821.252,4471651.761,ETRS89,40.3933653,-3.69730166,CALLE,ALEJANDRO SAINT AUBIN,6,28045.0,"CALLE ALEJANDRO SAINT ABUIN Nº4-6 POST. , ASCENDIENTE 1",11009058.0,2009-10-15 00:00:00.0,02078,AE21,Infantiles,6.0,
16772,Área Infantil,36,NIÑO JESUS,3,RETIRO,OPERATIVO,442784.21,4473209.8,ETRS89,40.40753813,-3.67431375,CALLE,CONDE DE CARTAGENA,23,28007.0,"CALLE CONDE CARTAGENA  , ASCENDIENTE 1: 036 ·",11013284.0,2007-04-25 00:00:00.0,03002,AE21,Infantiles,7.0,
16774,Área Infantil,35,LOS JERONIMOS,3,RETIRO,OPERATIVO,442069.094,4473346.473,ETRS89,40.4087199,-3.68275359,CALLE,POETA ESTEBAN DE VILLEGAS,1,28014.0,"CALLE POETA ESTEBAN VILLEGAS , ASCENDIENTE 1:",31014460.0,2004-09-13 00:00:00.0,03004,AE21,Infantiles,5.0,
16776,Área Infantil,31,PACIFICO,3,RETIRO,OPERATIVO,442624.139,4472436.332,ETRS89,40.4005593,-3.67613041,CALLE,COCHERAS,1,28007.0,"PARQUE HOYUELO 2 (JUNTO A CANASTAS) C/ COCHERAS, ASCENDIENTE 1: 031 · PACÍFI",20001198.0,2007-02-14 00:00:00.0,03006,AE21,Infantiles,20.0,
16778,Área Infantil,32,ADELFAS,3,RETIRO,OPERATIVO,443352.34,4472932.288,ETRS89,40.405077,-3.66759382,CALLE,FEDERICO MORENO TORROBA,9,28007.0,"CALLE FEDERICO MORENO TORROBA , ASCENDIENTE 1",31022068.0,2005-03-16 00:00:00.0,03009,AE21,Infantiles,9.0,
16780,Área Infantil,32,ADELFAS,3,RETIRO,OPERATIVO,443417.13,4472897.501,ETRS89,40.40476803,-3.66682722,CALLE,FEDERICO MORENO TORROBA,2,28007.0,"CALLE FEDERICO MORENO TORROBA , ASCENDIENTE 1",11011771.0,2006-07-24 00:00:00.0,03010,AE21,Infantiles,8.0,
16782,Área Infantil,33,ESTRELLA,3,RETIRO,OPERATIVO,443336.68,4473364.92,ETRS89,40.40897333,-3.66781688,PASAJE,CARENA,5,28007.0,"PLAZA VIRGEN DE LA ESTRELLA , ASCENDIENTE 1",11011865.0,2006-03-08 00:00:00.0,03012,AE21,Infantiles,11.0,
16784,Área Infantil,32,ADELFAS,3,RETIRO,OPERATIVO,443092.232,4472935.598,ETRS89,40.40508908,-3.67065929,CALLE,SANTA SABINA,3,28007.0,"CALLE SANTA SABINA CON DOCTOR ESQUERDO , ASCENDIENTE 1: 032 · ADE",20150592.0,2004-09-13 00:00:00.0,03015,AE21,Infantiles,15.0,
16786,Área Infantil,31,PACIFICO,3,RETIRO,OPERATIVO,441846.71,4473064.698,ETRS89,40.40616602,-3.68534861,PASEO,REINA CRISTINA,1,28014.0,"AVENIDA CIUDAD DE BARCELONA , ASCENDIENTE 1:",11013032.0,2005-10-06 00:00:00.0,03017,AE21,Infantiles,10.0,
16788,Área Infantil,36,NIÑO JESUS,3,RETIRO,OPERATIVO,442726.94,4474068.56,ETRS89,40.41527036,-3.67506596,CALLE,PIO BAROJA,2,28009.0,"CALLE PIO BAROJA 2 , ASCENDIENTE 1: 036 · BAR",11013569.0,2004-09-13 00:00:00.0,03019,AE21,Infantiles,14.0,
16793,Área Infantil,32,ADELFAS,3,RETIRO,OPERATIVO,443388.767,4473037.936,ETRS89,40.40603122,-3.66717395,AVENIDA,MEDITERRANEO,62,28007.0,"AVENIDA MEDITERRANEO 62 , ASCENDIENTE 1: 032",20008484.0,2005-07-26 00:00:00.0,03023,AE21,Infantiles,12.0,
16805,Área Infantil,33,ESTRELLA,3,RETIRO,OPERATIVO,443607.02,4473992.95,ETRS89,40.41464933,-3.6646866,CALLE,PEZ VOLADOR,28,28007.0,"PARQUE PEZ VOLADOR , ASCENDIENTE 1: 033 · BA",11011970.0,2006-12-14 00:00:00.0,03036,AE21,Infantiles,8.0,
16811,Área Infantil,33,ESTRELLA,3,RETIRO,OPERATIVO,443567.16,4474428.68,ETRS89,40.41857192,-3.66519505,CALLE,JUAN ESPLANDIU,11,28007.0,"PARQUE ROMA , ASCENDIENTE 1: 033 · BARRIO DE",11012085.0,2007-06-06 00:00:00.0,03041,AE21,Infantiles,13.0,
16813,Área Infantil,33,ESTRELLA,3,RETIRO,OPERATIVO,443898.06,4474147.49,ETRS89,40.41606118,-3.66127005,CALLE,JUAN ESPLANDIU,4,28007.0,"PARQUE ROMA , ASCENDIENTE 1: 033 · BARRIO DE",31020467.0,2006-03-10 00:00:00.0,03043,AE21,Infantiles,8.0,
16816,Área Infantil,31,PACIFICO,3,RETIRO,OPERATIVO,442392.16,4472475.76,ETRS89,40.40089847,-3.67886749,CALLE,TELLEZ,31,28007.0,"CALLE TELLEZ 30 AREA 1, ASCENDIENTE 1: 031 · PACÍFI",20088240.0,2005-03-03 00:00:00.0,03047,AE21,Infantiles,8.0,
16820,Área Infantil,31,PACIFICO,3,RETIRO,OPERATIVO,442445.65,4472446.11,ETRS89,40.40063506,-3.67823451,CALLE,TELLEZ,31,28007.0,"CALLE TELLEZ 30 AREA 2, ASCENDIENTE 1: 031 · PACÍFI",20088240.0,2005-03-03 00:00:00.0,03050,AE21,Infantiles,4.0,
16822,Área Infantil,36,NIÑO JESUS,3,RETIRO,OPERATIVO,443006.69,4473385.991,ETRS89,40.40914062,-3.67170768,CALLE,TITULCIA,17,28007.0,"CALLE TITULCIA 17 POST. , ASCENDIENTE 1: 036",11013412.0,2007-04-25 00:00:00.0,03052,AE21,Infantiles,9.0,
16830,Área Infantil,44,GUINDALERA,4,SALAMANCA,OPERATIVO,443975.66,4476424.17,ETRS89,40.43657596,-3.66055606,AVENIDA,BRASILIA,2,28028.0,"PARQUE BREOGAN , ASCENDIENTE 1: 044 · GUINDA",31026005.0,2006-01-26 00:00:00.0,04001,AE21,Infantiles,8.0,
16832,Área Infantil,44,GUINDALERA,4,SALAMANCA,OPERATIVO,443892.9,4477142.91,ETRS89,40.44304516,-3.66159525,AVENIDA,BAVIERA,20,28028.0,"AVENIDA BAVIERA 20 , ASCENDIENTE 1: 044 · GU",11017901.0,2005-05-11 00:00:00.0,04003,AE21,Infantiles,8.0,
16834,Área Infantil,43,FUENTE DEL BERRO,4,SALAMANCA,OPERATIVO,443853.81,4475603.09,ETRS89,40.42917102,-3.66192011,PLAZA,AMERICA ESPAÑOLA,5,28028.0,"PLAZA AMÉRICA ESPAÑOLA , ASCENDIENTE 1: 043",31047835.0,2005-11-17 00:00:00.0,04005,AE21,Infantiles,17.0,
